gsis_id,display_name,common_first_name,first_name,last_name,short_name,football_name,suffix,esb_id,nfl_id,pfr_id,pff_id,otc_id,espn_id,smart_id,birth_date,position_group,position,ngs_position_group,ngs_position,height,weight,headshot,college_name,college_conference,jersey_number,rookie_season,last_season,latest_team,status,ngs_status,ngs_status_short_description,years_of_experience,pff_position,pff_status,draft_year,draft_round,draft_pick,draft_team
00-0036120,Armani Taylor-Prioleau,Armani,Armani,Taylor-Prioleau,A.Taylor-Prioleau,Armani,,TAY006932,53024,,36925,9261,,32005441-5900-6932-22fe-74da0f8f248d,1997-04-21,OL,OT,OL,T,80,320,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tfq6x6t8is1sogxrenwu",South Carolina State; Appalachian State,Mid-Eastern Athletic Conference,72,2020,2024,WAS,CUT,CUT,Waivers/No Rec.,2,,,,,,
00-0037577,Isaac Taylor-Stuart,Isaac,Isaac,Taylor-Stuart,I.Taylor-Stuart,Isaac,,TAY813070,55165,TaylIs00,83101,10645,4374301,32005441-5981-3070-1df9-d78107443686,1999-10-25,DB,CB,DB,CB,74,200,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xumfbpdjx45hfjzzgwb9",USC,Pacific Twelve Conference,37,2022,2023,IND,DEV,DEV,Prac Sq.; Inj,2,,,,,,
00-0037027,Alex Tchangam,Alex,Alex,Tchangam,A.Tchangam,Alex,,TCH415291,53255,TchaAl00,81955,,4360647,32005443-4841-5291-45aa-1f72faeb4801,1997-05-05,DL,DE,,,75,245,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vh5em6wsvusbbb1ad7zk",Colorado,Pacific Twelve Conference,0,2021,2021,SEA,CUT,CUT,Waivers/No Rec.,0,,,,,,
00-0030278,Manti Te'o,Manti,Manti,Te'o,M.Te'o,Manti,,TEO029662,39986,TeoxMa00,7819,2248,15867,32005445-4f02-9662-4af4-1dec23595402,1991-01-26,LB,MLB,LB,MLB,73,241,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eo58b16g9hnqwnwoquza",Notre Dame,Independent,51,2013,2020,CHI,DEV,ACT,Active,7,LB,,2013,2,38,LAC
00-0027689,Daniel Te'o-Nesheim,Daniel,Daniel,Te'o-Nesheim,,,,TEO444955,35525,Teo-Da99,5610,2159,13299,32005445-4f44-4955-e3f0-b313da677aeb,1987-06-12,DL,DE,,,75,263,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ihz1wl1b5dii4cenvf7o",Washington,,50,2010,2013,TB,ACT,,,4,ED,,2010,3,86,PHI
00-0040669,Isaac TeSlaa,Isaac,Isaac,TeSlaa,,,,TES116936,,TeSlIs00,172430,12430,5123663,32005445-5311-6936-ab44-7861b1b8f72f,2002-02-20,WR,WR,,,76,214,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ducfhbiy2a8loytcjymn",Arkansas; Hillsdale,,18,2025,2026,DET,ACT,,,2,WR,A,2025,3,70,DET
TEA103822,Guy Teafatiller,Guy,Guy,Teafatiller,,,,TEA103822,,TeafGu20,,,,32005445-4110-3822-844c-ab688a4796af,1964-05-10,DL,NT,,,74,260,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wundfni9fhxo8cdxkoku",Illinois; Cerritos College,,0,1987,1987,CHI,ACT,,,1,,,1986,10,251,BUF
00-0016160,Trey Teague,Trey,Fred,Teague,,,,TEA185144,23652,TeagTr20,413,,1584,32005445-4118-5144-2d2c-1b0821c591f0,1974-12-27,OL,C,,,77,300,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dkbbea15i0irfomcsate",Tennessee,,70,1998,2006,NYJ,RES,,,9,,,1998,7,200,DEN
00-0016157,George Teague,George,George,Teague,,,,TEA196394,,TeagGe20,,,448,32005445-4119-6394-3696-718f41a47567,1971-02-18,DB,FS,,,73,204,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gjnwwrdztjhg0pewhnsh",Alabama,,31,1993,2001,DAL,ACT,,,9,,,1993,1,29,GB
00-0037111,Master Teague,Master,Master,Teague,M.Teague,Master,,TEA203519,54783,TeagMa00,83734,,4361354,32005445-4120-3519-a122-51b457314fd9,2000-05-19,RB,RB,,,71,220,,Ohio State,Big Ten Conference,33,2022,2022,PIT,CUT,CUT,Waivers/No Rec.,0,,,,,,
TEA207644,Matthew Teague,Matthew,Matthew,Teague,,,,TEA207644,,TeagMa20,,,,32005445-4120-7644-5ae0-30c3494c74e9,1958-10-22,DL,DE,,,77,240,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lxyli0ccg2gu4t8mxadd",Prairie View A&M,,0,1981,1981,ATL,ACT,,,1,,,1980,7,1,ATL
TEA311466,Pat Teague,Pat,Patrick,Teague,,,,TEA311466,,TeagPa20,,,,32005445-4131-1466-942f-c746ead4d3e8,1963-10-22,LB,LB,,,73,225,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mfd28rg4bqhampxbwc3f",N.C. State,,0,1987,1987,TB,ACT,,,0,,,,,,
TEA519110,Jimmy Teal,Jimmy,Jimmy,Teal,,,,TEA519110,,TealJi00,,,,32005445-4151-9110-8bee-4fa93b555ff9,1962-08-18,WR,WR,,,70,170,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qwn5mw8wuzxqkju3mpwi",Texas A&M,,0,1985,1988,MIA,ACT,,,4,,,1985,5,130,BUF
00-0024663,Quinton Teal,Quinton,Quinton,Teal,,,,TEA575014,,TealQu99,,,10789,32005445-4157-5014-5f95-7b8f69195ee3,1984-03-08,DB,DB,,,72,205,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pukdwplwdtq0lyosa93t",Coastal Carolina,,36,2007,2010,LAC,ACT,,,4,,,,,,
TEA622932,Willie Teal,Willie,Willie,Teal,,,,TEA622932,,TealWi20,,,,32005445-4162-2932-573e-59695e7e8abd,1957-12-20,DB,DB,,,70,195,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nerd3tzqtxe2ochftarr",LSU,,0,1980,1987,LV,ACT,,,8,,,1980,2,30,MIN
00-0035437,Roderic Teamer,Roderic,Roderic,Teamer,R.Teamer,Roderic,,TEA674843,48581,TeamRo00,51405,8421,,32005445-4167-4843-e554-ee79561e4e7f,1997-05-12,DB,DB,DB,HIGH_SAFETY,72,205,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sma7cwull7agg0gjk7dh",Tulane,American Athletic Conference,30,2019,2024,NO,CUT,CUT,PS; Com Susp,5,S,A,,,,
TEA726754,Larry Tearry,Larry,Larry,Tearry,,,,TEA726754,,TearLa20,,,,32005445-4172-6754-2e70-7e4c6075d6db,1956-04-24,OL,C,,,75,260,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rg0qnmvm76pm5qixgnw2",Wake Forest,,0,1978,1979,DET,ACT,,,2,,,1978,4,109,DET
00-0027876,Tim Tebow,Tim,Timothy,Tebow,T.Tebow,Tim,,TEB603856,35464,TeboTi00,5550,,13200,32005445-4260-3856-6af5-43b7750c9409,1987-08-14,QB,QB,WR,SLOT_WR,75,236,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s2erlgjztwbsquplostx",Florida,Southeastern Conference,15,2010,2012,NYJ,ACT,CUT,Waivers/No Rec.,3,,,2010,1,25,DEN
00-0035958,Sam Tecklenburg,Sam,Sam,Tecklenburg,S.Tecklenburg,Sam,,TEC415291,52860,TeckSa00,47316,9208,3928936,32005445-4341-5291-e791-99bea6776d00,1997-01-31,OL,C,OL,C,76,310,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ob4l2aqaijng8losbiyi",Baylor,Big Twelve Conference,68,2020,2022,CAR,ACT,CUT,Waivers/No Rec.,2,C,A,,,,
00-0026927,Mike Teel,Mike,Mike,Teel,,,,TEE142072,34629,TeelMi00,5102,,,32005445-4514-2072-8e9c-4faae146eb7c,1986-01-06,QB,QB,,,75,230,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qef9jvu1pbldrrjqdhsd",Rutgers,,14,2009,2009,SEA,ACT,,,0,,,2009,6,178,SEA
TEE207645,John Teerlinck,John,John,Teerlinck,,,,TEE207645,,TeerJo20,,,,32005445-4520-7645-f16a-a830737bd289,1951-04-09,DL,DT,,,77,248,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tmqmgcjnyfvbvnqqw80r",Western Illinois; Ellsworth CC,,0,1974,1975,LAC,ACT,,,2,,,1974,5,105,LAC
00-0016164,Mike Teeter,Mike,Michael,Teeter,,,,TEE426540,,TeetMi20,,,7231,32005445-4542-6540-b79c-ff850d9f09ca,1967-10-04,DL,DT,,,74,275,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fpbpgjdwsx4wskddmtdo",Michigan,,0,1991,1995,CAR,RES,,,4,,,,,,
00-0016167,Lance Teichelman,Lance,Lance,Teichelman,,,,TEI237308,,TeicLa20,,,,32005445-4923-7308-a859-14ea4d13c99b,1970-10-21,DL,DT,,,76,274,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wyfgh9py3ateihtrauvt",Texas A&M,,0,1994,1994,IND,CUT,,,0,,,1994,7,196,IND
TEI415291,Mike Teifke,Mike,Michael,Teifke,,,,TEI415291,,TeifMi20,,,,32005445-4941-5291-fc9d-1fa75554a55d,1963-12-29,OL,C,,,76,255,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bu5omeaaosdtrd1mi63r",Akron,,0,1987,1987,CLE,ACT,,,0,,,,,,
00-0031533,Randall Telfer,Randall,Randall,Telfer,R.Telfer,Randall,,TEL116643,42541,TelfRa00,9631,4046,2510611,32005445-4c11-6643-3a67-5549038ea355,1992-05-16,TE,TE,TE,TE,76,250,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/v7yzppdggxmmffsoiuoa",USC,Pacific Twelve Conference,86,2015,2017,CLE,ACT,ACT,Active,2,TE,,2015,6,198,CLE
00-0038471,Kadeem Telfort,Kadeem,Kadeem,Telfort,K.Telfort,Kadeem,,TEL121035,56226,TelfKa00,59680,11183,4240615,32005445-4c12-1035-5366-245faedb958d,1998-11-10,OL,OT,OL,G,79,322,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hj8uiv6deffbbnrpnapq",UAB,Conference USA,75,2023,2025,MIA,DEV,ACT,Active,2,,,,,,
00-0035534,Marvell Tell,Marvell,Marvell,Tell,M.Tell,Marvell,,TEL178130,47927,TellMa00,49217,7935,3912544,32005445-4c17-8130-24c6-d9748836f714,1996-08-02,DB,CB,DB,CB,74,198,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ssbmon8l8wwbuedefxod",USC,Pacific Twelve Conference,39,2019,2023,CIN,CUT,CUT,Waivers/No Rec.,2,CB,IR,2019,5,144,IND
00-0034399,Wyatt Teller,Wyatt,William,Teller,W.Teller,Wyatt,,TEL237584,46235,TellWy00,46131,7051,3045474,32005445-4c23-7584-61ae-21d71b87e6b7,1994-11-21,OL,G,OL,G,76,315,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/g8mhl0gz8akc6k5hb06i",Virginia Tech,Atlantic Coast Conference,75,2018,2026,HOU,ACT,ACT,Active,9,G,A,2018,5,166,BUF
00-0023244,Henry Tellis,Henry,Henry,Tellis,,,,TEL250709,,,,,,32005445-4c25-0709-8231-69433560b020,1980-12-15,OL,OT,,,78,315,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ukudsngzg4oydvbrjwqq",Troy,,75,2006,2006,NYG,RSN,,,1,,,,,,
TEL415291,John Teltschik,John,John,Teltschik,,,,TEL415291,,TeltJo20,,,,32005445-4c41-5291-dcae-daa85bd5ca9a,1964-03-08,SPEC,P,,,74,212,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o6atn1ge0nd3s93tpns6",Texas,,0,1986,1989,PHI,ACT,,,4,,,1986,9,249,CHI
TEN166116,Garth Ten Napel,Garth,Garth,Ten Napel,,,,TEN166116,,TenNGa20,,,,32005445-4e16-6116-426a-8b1c87a8ffc1,1954-03-27,LB,LB,,,73,213,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fufqzlkpd6d3v5fqigqc",Texas A&M,,0,1976,1978,ATL,ACT,,,3,,,1976,7,198,DET
00-0027757,Matt Tennant,Matt,Matthew,Tennant,,,,TEN153366,35597,TennMa20,5681,767,13467,32005445-4e15-3366-783f-64aee7b2378e,1987-03-19,OL,C,,,76,300,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zszaqnwl4kwrghllpsqr",Boston College,,68,2010,2012,PHI,ACT,,,3,G,,2010,5,158,NO
00-0016173,Derek Tennell,Derek,Derek,Tennell,,,,TEN332232,,TennDe00,,,6539,32005445-4e33-2232-d61e-ebf6e41c1643,1964-02-12,WR,WR,,,77,245,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/b209u76x9fhjatsgqros",UCLA,,0,1987,1993,MIN,ACT,,,6,,,1987,7,185,SEA
00-0037305,Luke Tenuta,Luke,Luke,Tenuta,L.Tenuta,Luke,,TEN675714,54674,TenuLu00,77367,10254,4361979,32005445-4e67-5714-49e8-18b876a064eb,1999-09-01,OL,OT,OL,G,80,315,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kfhb0ihfu23aybocl7oh",Virginia Tech,Atlantic Coast Conference,67,2022,2026,IND,ACT,RES,Reserve/Future,4,T,A,2022,6,209,BUF
00-0027427,Mike Tepper,Mike,Michael,Tepper,,,,TEP622937,,TeppMi00,5933,6611,13469,32005445-5062-2937-220d-377b6c133bcf,1985-12-11,OL,G,,,78,323,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ke38dv0edtwmeo3hpbja",California,,0,2011,2011,IND,DEV,,,1,G,,,,,
00-0021966,Scott Tercero,Scott,Scott,Tercero,,,,TER069214,28220,TercSc20,,,,32005445-5206-9214-3ef2-88e8558f3b7c,1981-10-28,OL,G,,,75,303,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eajic0kap3xxjrqsgi5f",California,,63,2003,2004,LA,RES,,,2,,,2003,6,184,LA
00-0036285,A.J. Terrell,A.J.,Aundell,Terrell,A.Terrell,A.J.,,TER272956,52424,TerrAJ00,55586,8756,4239995,32005445-5227-2956-3d70-15eacafe6b00,1998-09-23,DB,CB,DB,CB,73,200,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/plww5syeocezywkpgpmg",Clemson,Atlantic Coast Conference,24,2020,2026,ATL,ACT,ACT,Active,7,CB,A,2020,1,16,ATL
00-0041469,Avieon Terrell,Avieon,Avieon,Terrell,,,,TER273657,,TerrAv00,,,4870988,32005445-5227-3657-9331-1fe16fe00a91,2005-01-11,DB,CB,,,71,180,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ellqzbdrtdoxmte2ehk8",Clemson,,12,2026,2026,ATL,ACT,,,0,,,2026,2,48,ATL
00-0023568,Claude Terrell,Claude,Claude,Terrell,,,,TER274358,29961,TerrCl20,2351,,8548,32005445-5227-4358-8070-8cbef0e63acf,1982-04-20,OL,G,,,74,330,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/po5q5bqinz7tjtqfhz37",New Mexico,,75,2005,2007,LA,CUT,,,3,,,2005,4,134,LA
00-0016178,Daryl Terrell,Daryl,Daryl,Terrell,,,,TER290466,,TerrDa20,,,2016,32005445-5229-0466-ff2e-b3fe8b9b85b4,1975-01-25,OL,OT,,,76,327,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qoxexpukhrjdbzpp6xxf",Southern Mississippi; Jones County JC,,67,1999,2003,WAS,ACT,,,5,,,,,,
00-0016179,David Terrell,David,David,Terrell,,,,TER295716,23641,TerrDa21,,,1578,32005445-5229-5716-67ea-8ae6d38e36ba,1975-07-08,DB,CB,,,73,190,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gr3tk5ambqkdvlhreqei",Texas-El Paso,,35,2000,2004,LV,ACT,,,5,,,1998,7,191,WAS
00-0020513,David Terrell,David,David,Terrell,,,,TER293091,26226,TerrDa00,780,,2556,32005445-5229-3091-f291-bca0899854ab,1979-03-13,WR,WR,,,75,212,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/btirkt5rpuuqc4ch9lel",Michigan,,13,2001,2005,DEN,ACT,,,5,,,2001,1,8,CHI
00-0016182,Pat Terrell,Pat,Patrick,Terrell,,,,TER415288,,TerrPa20,,,7054,32005445-5241-5288-4ff5-bcf486a08870,1968-03-18,DB,DB,,,73,208,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jrhpe4m3nrahfjalbh66",Notre Dame,,40,1990,1998,GB,ACT,,,9,,,1990,2,49,LA
00-0029958,Steven Terrell,Steven,Steven,Terrell,S.Terrell,Steven,,TER431038,40411,TerrSt00,8450,2777,16450,32005445-5243-1038-40fd-0db67ff37c5b,1990-09-21,DB,DB,,,70,197,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fufrgsbj9ru05u08p9mo",Texas A&M,,30,2013,2017,KC,RES,CUT,,5,CB,,,,,
00-0022692,Craig Terrill,Craig,Craig,Terrill,,,,TER445802,29142,TerrCr20,1907,,5714,32005445-5244-5802-5ba4-ba2ea84895b6,1980-06-27,DL,DT,,,74,296,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/crcsnu8gwmm11bndkbmn",Purdue,,93,2004,2010,SEA,ACT,,,7,,,2004,6,189,SEA
00-0023499,Adam Terry,Adam,Adam,Terry,,,,TER471860,29891,TerrAd20,2281,,8478,32005445-5247-1860-51c1-001140af96fe,1982-09-01,OL,OT,,,80,335,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pbilkdl6aat0cmc0nqg3",Syracuse,,79,2005,2010,JAX,CUT,,,6,,,2005,2,64,BAL
00-0016183,Chris Terry,Chris,Christopher,Terry,,,,TER483860,24545,TerrCh20,3613,,1786,32005445-5248-3860-86f0-874ebef708dd,1975-08-08,OL,OT,,,77,295,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/j9y5hcah5apjgwbj1jvf",Georgia,,60,1999,2007,KC,CUT,,,8,,,1999,2,34,CAR
00-0016184,Corey Terry,Corey,Corey,Terry,,,,TER495110,24762,TerrCo20,,,2003,32005445-5249-5110-501c-2651c84d88bf,1976-03-06,DL,DE,,,75,243,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vblfk4ke1o2hlgoovp8e",Tennessee; Garden City CC,,50,1999,2000,NO,RES,,,2,,,1999,7,250,IND
00-0025665,D.D. Terry,D.D.,D.D.,Terry,,,,TER501110,,,,,10703,32005445-5250-1110-bbb7-702800bed6ae,1984-02-16,RB,RB,,,73,190,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ocfaaohaxqvqfj0toimt",Sam Houston State,,0,2007,2008,HOU,CUT,,,1,,,,,,
00-0016185,Doug Terry,Doug,Douglas,Terry,,,,TER507110,,TerrDo20,,,7256,32005445-5250-7110-50d6-f944b7816fe4,1969-12-12,DB,SAF,,,71,204,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zpj8oqygnqlclncrhcft",Kansas,,0,1992,1995,KC,ACT,,,4,,,,,,
00-0022902,Jeb Terry,Jeb,Jeb,Terry,,,,TER510110,29099,TerrJe20,1866,,5671,32005445-5251-0110-98bd-b6eb82dca489,1981-04-10,OL,G,,,77,311,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/poqrkx1tt7tmxsvhg7dp",North Carolina,,77,2004,2006,TB,ACT,,,3,,,2004,5,146,TB
TER519110,Joe Terry,Joe,Joseph,Terry,,,,TER519110,,TerrJo20,,,,32005445-5251-9110-d941-fd28a9f516e2,1965-05-07,LB,LB,,,74,230,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oblajuanhjqhf6lprm0l",California State-East Bay,,0,1987,1987,SEA,ACT,,,0,,,,,,
TER622932,Nat Terry,Nat,Nathaniel,Terry,,,,TER622932,,TerrNa20,,,,32005445-5262-2932-487f-a8b3f9c7760e,1956-07-20,DB,CB,,,71,167,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/av9a9rasjngdmaizbbzx",Florida State,,0,1978,1978,DET,ACT,,,0,,,1978,11,279,PIT
00-0016189,Rick Terry,Rick,Richard,Terry,,,,TER628932,22360,TerrRi20,,,1220,32005445-5262-8932-29c0-46d6eb1e4462,1974-04-05,DL,DT,,,76,302,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ecxykg0qtcmwcvbvimsw",North Carolina,,71,1997,1999,CAR,CUT,,,3,,,1997,2,31,NYJ
00-0016190,Ryan Terry,Ryan,Ryan,Terry,,,,TER634932,,TerrRy20,,,7862,32005445-5263-4932-43c7-e8736612768a,1971-09-20,RB,RB,,,72,206,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/attedjgs47qjbu6pqdre",Iowa; Tennessee State,,31,1995,1996,ARI,CUT,,,2,,,,,,
00-0016192,Tim Terry,Tim,Timothy,Terry,,,,TER658932,,TerrTi20,,,1401,32005445-5265-8932-226b-5ac20435d759,1974-07-26,LB,OLB,,,74,240,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xbd3ndf1dzmp2odcqwif",Temple,,59,1997,2002,SEA,ACT,,,4,,,,,,
00-0016193,Vinny Testaverde,Vinny,Vincent,Testaverde,,,,TES415290,,TestVi00,,,9,32005445-5341-5290-d4d4-20b9ffda1057,1963-11-13,QB,QB,,,77,233,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yebpzovaiscoksnjnq6x",Miami,,16,1987,2007,CAR,ACT,,,21,,,1987,1,1,TB
TES622935,Don Testerman,Don,Donald,Testerman,,,,TES622935,,TestDo00,,,,32005445-5362-2935-5b25-43a39f245ee6,1952-11-07,RB,RB,,,74,230,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/di6zboipa6afgnfogbf1",Clemson; Lenoir Rhyne; Virginia Tech; Ferrum College,,0,1976,1980,MIA,ACT,,,4,,,1976,10,282,MIA
00-0035673,Sione Teuhema,Sione,Sione,Teuhema,,,,TEU213270,,TeuhSi00,50303,8586,3115384,32005445-5521-3270-6401-56e26b8f0bf6,1995-09-28,LB,LB,,,76,250,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gvqvxsv4je3zqcz1aedq",Southeastern Louisiana,,46,2019,2019,CAR,DEV,,,0,,,,,,
00-0027624,Martin Tevaseu,Martin,Martin,Tevaseu,,,,TEV059326,,TevaMa00,6055,221,13888,32005445-5605-9326-caf4-55c08c940736,1987-10-07,DL,NT,,,74,325,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xntqjrg67bz80fo9yvjo",UNLV; Santa Rosa,,68,2010,2012,IND,ACT,,,2,DI,,,,,
00-0033578,Sam Tevi,Sam,Samiuela,Tevi,S.Tevi,Sam,,TEV271136,45003,TeviSa00,11945,5776,3052513,32005445-5627-1136-7757-d813b18d1bd2,1994-11-15,OL,OT,OL,T,77,315,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jm4v9amvyif39x6lovtl",Utah,Pacific Twelve Conference,71,2017,2021,IND,RES,RES,R/Injured,5,T,,2017,6,190,LAC
00-0016198,Larry Tharpe,Larry,Larry,Tharpe,,,,THA300216,,TharLa20,,,319,32005448-4130-0216-e4f1-58065243746d,1970-11-19,OL,OT,,,76,305,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/axz6fpzy4pfwpd9o6u8g",Tennessee State,,79,1992,2000,PIT,ACT,,,7,,,1992,6,145,DET
THA311466,Richard Tharpe,Richard,Richard,Tharpe,,,,THA311466,,TharRi20,,,,32005448-4131-1466-4620-5b21aef9dd62,1960-10-31,DL,DE,,,75,255,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8afeiv1g3apfe0akdcm",Louisville,,0,1987,1987,BUF,ACT,,,1,,,1983,10,260,BUF
00-0016201,Galand Thaxton,Galand,Galand,Thaxton,,,,THA415288,,ThaxGa20,,,,32005448-4141-5288-84d0-82fec500b85d,1964-10-23,LB,LB,,,73,248,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uhsoqjmjgkngtv9t6hk8",Wyoming,,0,1989,1991,LAC,ACT,,,2,,,,,,
THA519110,Jim Thaxton,Jim,James,Thaxton,,,,THA519110,,ThaxJi00,,,,32005448-4151-9110-fa0d-e5ec3af8c085,1949-01-11,TE,TE,,,74,240,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/czpjl9nbnldeo8fkihde",Tennessee State,,0,1974,1978,LA,ACT,,,5,,,,,,
00-0016203,Tom Thayer,Tom,Thomas,Thayer,,,,THA726754,,ThayTo20,,,6958,32005448-4172-6754-adaf-d94ddf8881e9,1961-08-16,OL,G,,,76,261,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jrbmuymi9j5ka3qz4s8v",Notre Dame,,0,1985,1993,MIA,ACT,,,9,,,1983,4,91,CHI
00-0033663,Nate Theaker,Nate,Nathan,Theaker,N.Theaker,Nate,,THE052671,45537,TheaNa00,12325,6235,2613168,32005448-4505-2671-d3f0-3ce0f3b62ce3,1993-10-06,OL,G,,,77,315,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jgudouo4ewwamkyr4z1z",Wayne State,,0,2017,2017,NO,DEV,CUT,,0,,,,,,
00-0036460,Hunter Thedford,Hunter,Hunter,Thedford,H.Thedford,Hunter,,THE158016,53156,ThedHu00,50645,,3916214,32005448-4515-8016-dd73-451c9371bf7f,1997-04-15,OL,OT,,,78,260,,Utah,Pacific Twelve Conference,,2022,2022,DEN,DEV,CUT,Waivers/No Rec.,1,,,,,,
THE276861,Joe Theismann,Joe,Joseph,Theismann,,,,THE276861,,TheiJo00,,,,32005448-4527-6861-6c89-4023a27708ac,1949-09-09,QB,QB,,,72,192,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eota6vsxtdaefkrs0oie",Notre Dame,,0,1974,1985,WAS,ACT,,,12,,,,,,
00-0016205,Ryan Thelwell,Ryan,Ryan,Thelwell,,,,THE415291,23662,ThelRy00,,,1595,32005448-4541-5291-ee5b-3ff87d6ec7a8,1973-04-06,WR,WR,,,74,188,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pbhipuzqo4ccmj2trdzt",Minnesota,,19,1998,1999,PIT,ACT,,,2,,,1998,7,215,SF
00-0031680,Robenson Therezie,Robenson,Robenson,Therezie,R.Therezie,Robenson,,THE622937,42711,TherRo00,9776,4337,2574553,32005448-4562-2937-2cab-a419784de412,1991-08-05,DB,DB,,,69,212,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pz0xv717teqzdgvvcquc",Auburn,,39,2015,2018,IND,CUT,CUT,,3,S,,,,,
00-0032414,John Theus,John,John,Theus,J.Theus,John,,THE692152,43434,TheuJo00,10779,4858,2977656,32005448-4569-2152-b2f3-7c772174f036,1994-01-19,OL,OT,,,78,303,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pulayg4fahclfqwajiyn",Georgia,Southeastern Conference,74,2016,2017,CAR,RES,ACT,Active/NFIN,2,T,,2016,5,145,SF
00-0037611,Kayvon Thibodeaux,Kayvon,Kayvon,Thibodeaux,K.Thibodeaux,Kayvon,,THI172866,54470,ThibKa00,98444,10050,4426326,32005448-4917-2866-684f-218d97d743dd,2000-12-15,LB,LB,DL,EDGE,77,258,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zva5gqbt2nauteuxlcao",Oregon,Pacific Twelve Conference,5,2022,2026,NYG,ACT,ACT,Active,5,ED,A,2022,1,5,NYG
00-0016207,Keith Thibodeaux,Keith,Keith,Thibodeaux,,,,THI179616,22469,ThibKe20,,,1317,32005448-4917-9616-c48d-18bf512b1aa8,1974-05-16,DB,DB,,,70,189,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vdegnllbktdqopkiqdyd",Northwestern State (LA),,22,1997,2001,GB,ACT,,,4,,,1997,5,140,WAS
